player_display_name,player_name,position,recent_team,season,games,data_source,receiving_yards,receptions,targets,receiving_tds,receiving_epa,target_share,air_yards_share,wopr,catchRate,aDOT,yacPerRec,rushing_yards,carries,rushing_tds,rushing_epa,ypc,passing_yards,attempts,completions,passing_tds,passing_interceptions,passing_epa
Jonathon Brooks,J.Brooks,RB,CAR,2025,3,reg_2024_baseline,23,3,3,0,1.45662581454963,0.0057915057915057,-0.0017921146953405,0.0074327784005203,1.0,,,22,9,0,-2.77792557136854,2.4444444444444446,0,0,0,0,0,
Jacob Cowing,J.Cowing,WR,SF,2025,15,reg_2024_baseline,80,4,6,0,4.25527123385109,0.0116959064327485,0.0189929328621908,0.0308389126526564,0.6666666666666666,,,7,1,0,0.380619133356959,7.0,0,0,0,0,0,
Keilan Robinson,K.Robinson,RB,JAX,2025,1,reg_2024_baseline,0,0,0,0,,0.0,0.0,0.0,,,,0,0,0,,,0,0,0,0,0,
Bub Means,B.Means,WR,NO,2025,4,reg_2024_baseline,118,9,15,1,3.35849248926388,0.0290135396518375,0.0383747178329571,0.0703826119608263,0.6,,,0,0,0,,,0,0,0,0,0,
Jha'Quan Jackson,J.Jackson,WR,TEN,2025,12,reg_2024_baseline,8,1,3,0,-1.84849076898536,0.0059171597633136,0.0182456140350877,0.0216476694695318,0.3333333333333333,,,-5,1,0,-1.693612330826,-5.0,0,0,0,0,0,
Jase McClellan,J.McClellan,RB,ATL,2025,2,reg_2024_baseline,0,0,0,0,,0.0,0.0,0.0,,,,32,13,0,-7.10460604215041,2.4615384615384617,0,0,0,0,0,
Jaheim Bell,J.Bell,TE,NE,2025,4,reg_2024_baseline,20,2,3,0,-0.0051243801717646,0.006,0.0059911435269601,0.0131938004688721,0.6666666666666666,,,0,0,0,,,0,0,0,0,0,
Ramel Keyton,R.Keyton,WR,LV,2025,3,reg_2024_baseline,7,1,3,0,0.062585995416157,0.0050675675675675,0.0067340067340067,0.0123151560651561,0.3333333333333333,,,0,0,0,,,0,0,0,0,0,
Blake Watson,B.Watson,RB,DEN,2025,1,reg_2024_baseline,13,1,2,0,0.251413255871739,0.0036429872495446,-0.0009685230024213,0.004786514772622,0.5,,,10,4,0,-0.179672391968779,2.5,0,0,0,0,0,
D.J. Williams,D.Williams,RB,TB,2025,1,reg_2024_baseline,0,0,0,0,,0.0,0.0,0.0,,,,0,0,0,,,0,0,0,0,0,
Dallin Holker,D.Holker,TE,NO,2025,3,reg_2024_baseline,21,3,4,0,-0.944589482736774,0.0077369439071566,0.0081264108352144,0.0172939034453851,0.75,,,0,0,0,,,0,0,0,0,0,
Jermaine Jackson,J.Jackson,WR,NO,2025,4,reg_2024_baseline,0,0,0,0,,0.0,0.0,0.0,,,,-1,1,0,-0.879655202385038,-1.0,0,0,0,0,0,
Jacob Kibodi,J.Kibodi,RB,CLE,2025,1,reg_2024_baseline,15,1,3,0,-4.44747729733354,0.0047318611987381,0.0017479122159642,0.0083213303492822,0.3333333333333333,,,24,5,0,-0.737081334460527,4.8,0,0,0,0,0,
Cody Schrader,C.Schrader,RB,LA,2025,1,reg_2024_baseline,6,1,1,0,0.397277344600298,0.0018484288354898,0.0,0.0027726432532347,1.0,,,3,1,0,-0.320892589399591,3.0,0,0,0,0,0,
Ainias Smith,A.Smith,WR,PHI,2025,3,reg_2024_baseline,41,7,9,1,-0.639199768542312,0.0215311004784689,0.0109101349411427,0.0399337451765032,0.7777777777777778,,,6,2,0,0.596295293711592,3.0,0,0,0,0,0,
Jermaine Burton,J.Burton,WR,CIN,2025,8,reg_2024_baseline,107,4,14,0,-4.54055739149165,0.0222929936305732,0.0641525791070655,0.0783462958208057,0.2857142857142857,,,0,0,0,,,0,0,0,0,0,
MarShawn Lloyd,M.Lloyd,RB,GB,2025,1,reg_2024_baseline,3,1,1,0,-0.234166648471728,0.0021551724137931,-0.0011941724385001,0.0023968379137395,1.0,,,15,6,0,-1.80517367087305,2.5,0,0,0,0,0,
Erick All,E.All,TE,CIN,2025,8,reg_2024_baseline,158,20,22,0,5.24824645451736,0.035031847133758,0.0156046814044213,0.0634710476837319,0.9090909090909092,,,0,0,0,,,0,0,0,0,0,
Javon Baker,J.Baker,WR,NE,2025,6,reg_2024_baseline,12,1,4,0,-0.841275895363651,0.008,0.013024225058609,0.0211169575410263,0.25,,,0,0,0,,,0,0,0,0,0,
Ja'Lynn Polk,J.Polk,WR,NE,2025,14,reg_2024_baseline,87,12,33,2,-20.7477742554437,0.066,0.102891377963011,0.171023964574108,0.3636363636363636,,,0,1,0,-0.688484604470432,0.0,0,0,0,0,0,
